week_from,week_until,calendar_week,plz,vacc_status,nCumul,population
2021-04-12,2021-04-18,15,8155,booster,0,7163
2021-04-12,2021-04-18,15,8155,completedBasicImmu,358,7163
2021-04-12,2021-04-18,15,8156,atLeastOneDose,250,2152
2021-04-12,2021-04-18,15,8156,booster,0,2152
2021-04-12,2021-04-18,15,8156,completedBasicImmu,108,2152
2021-04-12,2021-04-18,15,8157,atLeastOneDose,902,5942
2021-04-12,2021-04-18,15,8157,booster,0,5942
2021-04-12,2021-04-18,15,8157,completedBasicImmu,548,5942
2021-04-12,2021-04-18,15,8158,atLeastOneDose,80,467
2021-04-12,2021-04-18,15,8158,booster,0,467
2021-04-12,2021-04-18,15,8158,completedBasicImmu,45,467
2021-04-12,2021-04-18,15,8162,atLeastOneDose,337,3608
2021-04-12,2021-04-18,15,8162,booster,0,3608
2021-04-12,2021-04-18,15,8162,completedBasicImmu,192,3608
2021-04-12,2021-04-18,15,8164,atLeastOneDose,73,601
2021-04-12,2021-04-18,15,8164,booster,0,601
2021-04-12,2021-04-18,15,8164,completedBasicImmu,48,601
2021-04-12,2021-04-18,15,8165,atLeastOneDose,487,3909
2021-04-12,2021-04-18,15,8165,booster,0,3909
2021-04-12,2021-04-18,15,8165,completedBasicImmu,200,3909
2021-04-12,2021-04-18,15,8166,atLeastOneDose,304,3076
2021-04-12,2021-04-18,15,8166,booster,0,3076
2021-04-12,2021-04-18,15,8166,completedBasicImmu,115,3076
2021-04-12,2021-04-18,15,8172,atLeastOneDose,446,4997
2021-04-12,2021-04-18,15,8172,booster,0,4997
2021-04-12,2021-04-18,15,8172,completedBasicImmu,242,4997
2021-04-12,2021-04-18,15,8173,atLeastOneDose,359,3153
2021-04-12,2021-04-18,15,8173,booster,0,3153
2021-04-12,2021-04-18,15,8173,completedBasicImmu,174,3153
2021-04-12,2021-04-18,15,8174,atLeastOneDose,200,1535
2021-04-12,2021-04-18,15,8174,booster,0,1535
2021-04-12,2021-04-18,15,8174,completedBasicImmu,111,1535
2021-04-12,2021-04-18,15,8175,atLeastOneDose,92,755
2021-04-12,2021-04-18,15,8175,booster,0,755
2021-04-12,2021-04-18,15,8175,completedBasicImmu,36,755
2021-04-12,2021-04-18,15,8180,atLeastOneDose,2664,21389
2021-04-12,2021-04-18,15,8180,booster,0,21389
2021-04-12,2021-04-18,15,8180,completedBasicImmu,1323,21389
2021-04-12,2021-04-18,15,8181,atLeastOneDose,234,2875
2021-04-12,2021-04-18,15,8181,booster,0,2875
2021-04-12,2021-04-18,15,8181,completedBasicImmu,93,2875
2021-04-12,2021-04-18,15,8182,atLeastOneDose,255,1979
2021-04-12,2021-04-18,15,8182,booster,0,1979
2021-04-12,2021-04-18,15,8182,completedBasicImmu,117,1979
2021-04-12,2021-04-18,15,8184,atLeastOneDose,487,4154
2021-04-12,2021-04-18,15,8184,booster,0,4154
2021-04-12,2021-04-18,15,8184,completedBasicImmu,260,4154
2021-04-12,2021-04-18,15,8185,atLeastOneDose,587,4536
2021-04-12,2021-04-18,15,8185,booster,0,4536
2021-04-12,2021-04-18,15,8185,completedBasicImmu,312,4536
2021-04-12,2021-04-18,15,8187,atLeastOneDose,164,1932
2021-04-12,2021-04-18,15,8187,booster,0,1932
2021-04-12,2021-04-18,15,8187,completedBasicImmu,72,1932
2021-04-12,2021-04-18,15,8192,atLeastOneDose,588,5207
2021-04-12,2021-04-18,15,8192,booster,0,5207
2021-04-12,2021-04-18,15,8192,completedBasicImmu,262,5207
2021-04-12,2021-04-18,15,8193,atLeastOneDose,647,5359
2021-04-12,2021-04-18,15,8193,booster,0,5359
2021-04-12,2021-04-18,15,8193,completedBasicImmu,332,5359
2021-04-12,2021-04-18,15,8194,atLeastOneDose,144,1051
2021-04-12,2021-04-18,15,8194,booster,0,1051
2021-04-12,2021-04-18,15,8194,completedBasicImmu,66,1051
2021-04-12,2021-04-18,15,8195,atLeastOneDose,68,560
2021-04-12,2021-04-18,15,8195,booster,0,560
2021-04-12,2021-04-18,15,8195,completedBasicImmu,28,560
2021-04-12,2021-04-18,15,8196,atLeastOneDose,156,1468
2021-04-12,2021-04-18,15,8196,booster,0,1468
2021-04-12,2021-04-18,15,8196,completedBasicImmu,56,1468
2021-04-12,2021-04-18,15,8197,atLeastOneDose,548,4659
2021-04-12,2021-04-18,15,8197,booster,0,4659
2021-04-12,2021-04-18,15,8197,completedBasicImmu,215,4659
2021-04-12,2021-04-18,15,8245,atLeastOneDose,361,2530
2021-04-12,2021-04-18,15,8245,booster,0,2530
2021-04-12,2021-04-18,15,8245,completedBasicImmu,217,2530
2021-04-12,2021-04-18,15,8246,atLeastOneDose,90,1088
2021-04-12,2021-04-18,15,8246,booster,0,1088
2021-04-12,2021-04-18,15,8246,completedBasicImmu,33,1088
2021-04-12,2021-04-18,15,8247,atLeastOneDose,105,1470
2021-04-12,2021-04-18,15,8247,booster,0,1470
2021-04-12,2021-04-18,15,8247,completedBasicImmu,50,1470
2021-04-12,2021-04-18,15,8248,atLeastOneDose,205,1575
2021-04-12,2021-04-18,15,8248,booster,0,1575
2021-04-12,2021-04-18,15,8248,completedBasicImmu,98,1575
2021-04-12,2021-04-18,15,8302,atLeastOneDose,2181,20144
2021-04-12,2021-04-18,15,8302,booster,0,20144
2021-04-12,2021-04-18,15,8302,completedBasicImmu,944,20144
2021-04-12,2021-04-18,15,8303,atLeastOneDose,1643,11826
2021-04-12,2021-04-18,15,8303,booster,0,11826
2021-04-12,2021-04-18,15,8303,completedBasicImmu,817,11826
2021-04-12,2021-04-18,15,8304,atLeastOneDose,2245,16830
2021-04-12,2021-04-18,15,8304,booster,0,16830
2021-04-12,2021-04-18,15,8304,completedBasicImmu,949,16830
2021-04-12,2021-04-18,15,8305,atLeastOneDose,1393,7849
2021-04-12,2021-04-18,15,8305,booster,0,7849
2021-04-12,2021-04-18,15,8305,completedBasicImmu,840,7849
2021-04-12,2021-04-18,15,8306,atLeastOneDose,528,5311
2021-04-12,2021-04-18,15,8306,booster,0,5311
2021-04-12,2021-04-18,15,8306,completedBasicImmu,248,5311
2021-04-12,2021-04-18,15,8307,atLeastOneDose,1624,12268
2021-04-12,2021-04-18,15,8307,booster,0,12268
2021-04-12,2021-04-18,15,8307,completedBasicImmu,810,12268
2021-04-12,2021-04-18,15,8308,atLeastOneDose,538,4589
2021-04-12,2021-04-18,15,8308,booster,0,4589
2021-04-12,2021-04-18,15,8308,completedBasicImmu,230,4589
2021-04-12,2021-04-18,15,8309,atLeastOneDose,832,5611
2021-04-12,2021-04-18,15,8309,booster,0,5611
2021-04-12,2021-04-18,15,8309,completedBasicImmu,453,5611
2021-04-12,2021-04-18,15,8310,atLeastOneDose,161,1509
2021-04-12,2021-04-18,15,8310,booster,0,1509
2021-04-12,2021-04-18,15,8310,completedBasicImmu,74,1509
2021-04-12,2021-04-18,15,8311,atLeastOneDose,317,2061
2021-04-12,2021-04-18,15,8311,booster,0,2061
2021-04-12,2021-04-18,15,8311,completedBasicImmu,167,2061
2021-04-12,2021-04-18,15,8312,atLeastOneDose,141,954
2021-04-12,2021-04-18,15,8312,booster,0,954
2021-04-12,2021-04-18,15,8312,completedBasicImmu,60,954
2021-04-12,2021-04-18,15,8314,atLeastOneDose,51,349
2021-04-12,2021-04-18,15,8314,booster,0,349
2021-04-12,2021-04-18,15,8314,completedBasicImmu,17,349
2021-04-12,2021-04-18,15,8315,atLeastOneDose,122,817
2021-04-12,2021-04-18,15,8315,booster,0,817
2021-04-12,2021-04-18,15,8315,completedBasicImmu,52,817
2021-04-12,2021-04-18,15,8317,atLeastOneDose,283,2337
2021-04-12,2021-04-18,15,8317,booster,0,2337
2021-04-12,2021-04-18,15,8317,completedBasicImmu,100,2337
2021-04-12,2021-04-18,15,8320,atLeastOneDose,669,6443
2021-04-12,2021-04-18,15,8320,booster,0,6443
2021-04-12,2021-04-18,15,8320,completedBasicImmu,387,6443
2021-04-12,2021-04-18,15,8322,atLeastOneDose,136,994
2021-04-12,2021-04-18,15,8322,booster,0,994
2021-04-12,2021-04-18,15,8322,completedBasicImmu,69,994
2021-04-12,2021-04-18,15,8330,atLeastOneDose,1888,11524
2021-04-12,2021-04-18,15,8330,booster,0,11524
2021-04-12,2021-04-18,15,8330,completedBasicImmu,1008,11524
2021-04-12,2021-04-18,15,8331,atLeastOneDose,96,610
2021-04-12,2021-04-18,15,8331,booster,0,610
2021-04-12,2021-04-18,15,8331,completedBasicImmu,44,610
2021-04-12,2021-04-18,15,8332,atLeastOneDose,864,3384
2021-04-12,2021-04-18,15,8332,booster,0,3384
2021-04-12,2021-04-18,15,8332,completedBasicImmu,540,3384
2021-04-12,2021-04-18,15,8335,atLeastOneDose,415,3640
2021-04-12,2021-04-18,15,8335,booster,0,3640
2021-04-12,2021-04-18,15,8335,completedBasicImmu,185,3640
2021-04-12,2021-04-18,15,8340,atLeastOneDose,1293,10306
2021-04-12,2021-04-18,15,8340,booster,0,10306
2021-04-12,2021-04-18,15,8340,completedBasicImmu,577,10306
2021-04-12,2021-04-18,15,8342,atLeastOneDose,134,933
2021-04-12,2021-04-18,15,8342,booster,0,933
2021-04-12,2021-04-18,15,8342,completedBasicImmu,63,933
2021-04-12,2021-04-18,15,8344,atLeastOneDose,458,3778
2021-04-12,2021-04-18,15,8344,booster,0,3778
2021-04-12,2021-04-18,15,8344,completedBasicImmu,206,3778
2021-04-12,2021-04-18,15,8345,atLeastOneDose,155,1131
2021-04-12,2021-04-18,15,8345,booster,0,1131
2021-04-12,2021-04-18,15,8345,completedBasicImmu,67,1131
2021-04-12,2021-04-18,15,8352,atLeastOneDose,464,3713
2021-04-12,2021-04-18,15,8352,booster,0,3713
2021-04-12,2021-04-18,15,8352,completedBasicImmu,304,3713
2021-04-12,2021-04-18,15,8353,atLeastOneDose,574,4374
2021-04-12,2021-04-18,15,8353,booster,0,4374
2021-04-12,2021-04-18,15,8353,completedBasicImmu,274,4374
2021-04-12,2021-04-18,15,8354,atLeastOneDose,23,500
2021-04-12,2021-04-18,15,8354,booster,0,500
2021-04-12,2021-04-18,15,8354,completedBasicImmu,0,500
2021-04-12,2021-04-18,15,8400,atLeastOneDose,6288,39632
2021-04-12,2021-04-18,15,8400,booster,0,39632
2021-04-12,2021-04-18,15,8400,completedBasicImmu,3516,39632
2021-04-12,2021-04-18,15,8403,atLeastOneDose,125,321
2021-04-12,2021-04-18,15,8403,booster,0,321
2021-04-12,2021-04-18,15,8403,completedBasicImmu,120,321
2021-04-12,2021-04-18,15,8404,atLeastOneDose,2554,20278
2021-04-12,2021-04-18,15,8404,booster,0,20278
2021-04-12,2021-04-18,15,8404,completedBasicImmu,1295,20278
2021-04-12,2021-04-18,15,8405,atLeastOneDose,3359,18152
2021-04-12,2021-04-18,15,8405,booster,0,18152
2021-04-12,2021-04-18,15,8405,completedBasicImmu,1532,18152
2021-04-12,2021-04-18,15,8406,atLeastOneDose,1458,13621
2021-04-12,2021-04-18,15,8406,booster,0,13621
2021-04-12,2021-04-18,15,8406,completedBasicImmu,709,13621
2021-04-12,2021-04-18,15,8408,atLeastOneDose,2287,16314
2021-04-12,2021-04-18,15,8408,booster,0,16314
2021-04-12,2021-04-18,15,8408,completedBasicImmu,1286,16314
2021-04-12,2021-04-18,15,8409,atLeastOneDose,407,3194
2021-04-12,2021-04-18,15,8409,booster,0,3194
2021-04-12,2021-04-18,15,8409,completedBasicImmu,197,3194
2021-04-12,2021-04-18,15,8412,atLeastOneDose,115,983
2021-04-12,2021-04-18,15,8412,booster,0,983
2021-04-12,2021-04-18,15,8412,completedBasicImmu,62,983
2021-04-12,2021-04-18,15,8413,atLeastOneDose,660,4712
2021-04-12,2021-04-18,15,8413,booster,0,4712
2021-04-12,2021-04-18,15,8413,completedBasicImmu,318,4712
2021-04-12,2021-04-18,15,8414,atLeastOneDose,105,977
2021-04-12,2021-04-18,15,8414,booster,0,977
2021-04-12,2021-04-18,15,8414,completedBasicImmu,50,977
2021-04-12,2021-04-18,15,8415,atLeastOneDose,84,577
2021-04-12,2021-04-18,15,8415,booster,0,577
2021-04-12,2021-04-18,15,8415,completedBasicImmu,43,577
2021-04-12,2021-04-18,15,8416,atLeastOneDose,181,1423
2021-04-12,2021-04-18,15,8416,booster,0,1423
2021-04-12,2021-04-18,15,8416,completedBasicImmu,105,1423
2021-04-12,2021-04-18,15,8418,atLeastOneDose,69,772
2021-04-12,2021-04-18,15,8418,booster,0,772
2021-04-12,2021-04-18,15,8418,completedBasicImmu,38,772
2021-04-12,2021-04-18,15,8421,atLeastOneDose,114,777
2021-04-12,2021-04-18,15,8421,booster,0,777
2021-04-12,2021-04-18,15,8421,completedBasicImmu,41,777
2021-04-12,2021-04-18,15,8422,atLeastOneDose,498,3877
2021-04-12,2021-04-18,15,8422,booster,0,3877
2021-04-12,2021-04-18,15,8422,completedBasicImmu,250,3877
2021-04-12,2021-04-18,15,8424,atLeastOneDose,1328,9396
2021-04-12,2021-04-18,15,8424,booster,0,9396
2021-04-12,2021-04-18,15,8424,completedBasicImmu,684,9396
2021-04-12,2021-04-18,15,8425,atLeastOneDose,159,1091
2021-04-12,2021-04-18,15,8425,booster,0,1091
2021-04-12,2021-04-18,15,8425,completedBasicImmu,70,1091
2021-04-12,2021-04-18,15,8426,atLeastOneDose,225,2414
2021-04-12,2021-04-18,15,8426,booster,0,2414
2021-04-12,2021-04-18,15,8426,completedBasicImmu,97,2414
2021-04-12,2021-04-18,15,8427,atLeastOneDose,496,4787
2021-04-12,2021-04-18,15,8427,booster,0,4787
2021-04-12,2021-04-18,15,8427,completedBasicImmu,270,4787
2021-04-12,2021-04-18,15,8428,atLeastOneDose,54,456
2021-04-12,2021-04-18,15,8428,booster,0,456
2021-04-12,2021-04-18,15,8428,completedBasicImmu,39,456
2021-04-12,2021-04-18,15,8442,atLeastOneDose,421,3141
2021-04-12,2021-04-18,15,8442,booster,0,3141
2021-04-12,2021-04-18,15,8442,completedBasicImmu,198,3141
2021-04-12,2021-04-18,15,8444,atLeastOneDose,295,2231
2021-04-12,2021-04-18,15,8444,booster,0,2231
2021-04-12,2021-04-18,15,8444,completedBasicImmu,154,2231
2021-04-12,2021-04-18,15,8447,atLeastOneDose,238,1931
2021-04-12,2021-04-18,15,8447,booster,0,1931
2021-04-12,2021-04-18,15,8447,completedBasicImmu,140,1931
2021-04-12,2021-04-18,15,8450,atLeastOneDose,299,2227
2021-04-12,2021-04-18,15,8450,booster,0,2227
2021-04-12,2021-04-18,15,8450,completedBasicImmu,157,2227
2021-04-12,2021-04-18,15,8451,atLeastOneDose,170,1417
2021-04-12,2021-04-18,15,8451,booster,0,1417
2021-04-12,2021-04-18,15,8451,completedBasicImmu,118,1417
2021-04-12,2021-04-18,15,8452,atLeastOneDose,74,699
2021-04-12,2021-04-18,15,8452,booster,0,699
2021-04-12,2021-04-18,15,8452,completedBasicImmu,25,699
2021-04-12,2021-04-18,15,8453,atLeastOneDose,33,282
2021-04-12,2021-04-18,15,8453,booster,0,282
2021-04-12,2021-04-18,15,8453,completedBasicImmu,17,282
2021-04-12,2021-04-18,15,8457,atLeastOneDose,83,485
2021-04-12,2021-04-18,15,8457,booster,0,485
2021-04-12,2021-04-18,15,8457,completedBasicImmu,48,485
2021-04-12,2021-04-18,15,8458,atLeastOneDose,77,657
2021-04-12,2021-04-18,15,8458,booster,0,657
2021-04-12,2021-04-18,15,8458,completedBasicImmu,33,657
2021-04-12,2021-04-18,15,8459,atLeastOneDose,20,376
2021-04-12,2021-04-18,15,8459,booster,0,376
2021-04-12,2021-04-18,15,8459,completedBasicImmu,11,376
2021-04-12,2021-04-18,15,8460,atLeastOneDose,242,1831
2021-04-12,2021-04-18,15,8460,booster,0,1831
2021-04-12,2021-04-18,15,8460,completedBasicImmu,158,1831
2021-04-12,2021-04-18,15,8461,atLeastOneDose,61,376
2021-04-12,2021-04-18,15,8461,booster,0,376
2021-04-12,2021-04-18,15,8461,completedBasicImmu,36,376
2021-04-12,2021-04-18,15,8462,atLeastOneDose,278,1309
2021-04-12,2021-04-18,15,8462,booster,0,1309
2021-04-12,2021-04-18,15,8462,completedBasicImmu,196,1309
2021-04-12,2021-04-18,15,8463,atLeastOneDose,97,850
2021-04-12,2021-04-18,15,8463,booster,0,850
2021-04-12,2021-04-18,15,8463,completedBasicImmu,49,850
2021-04-12,2021-04-18,15,8465,atLeastOneDose,46,389
2021-04-12,2021-04-18,15,8465,booster,0,389
2021-04-12,2021-04-18,15,8465,completedBasicImmu,29,389
2021-04-12,2021-04-18,15,8466,atLeastOneDose,103,674
2021-04-12,2021-04-18,15,8466,booster,0,674
2021-04-12,2021-04-18,15,8466,completedBasicImmu,44,674
2021-04-12,2021-04-18,15,8467,atLeastOneDose,66,458
2021-04-12,2021-04-18,15,8467,booster,0,458
2021-04-12,2021-04-18,15,8467,completedBasicImmu,30,458
2021-04-12,2021-04-18,15,8468,atLeastOneDose,100,649
2021-04-12,2021-04-18,15,8468,booster,0,649
2021-04-12,2021-04-18,15,8468,completedBasicImmu,49,649
2021-04-12,2021-04-18,15,8471,atLeastOneDose,131,1034
2021-04-12,2021-04-18,15,8471,booster,0,1034
2021-04-12,2021-04-18,15,8471,completedBasicImmu,75,1034
2021-04-12,2021-04-18,15,8472,atLeastOneDose,1400,7417
2021-04-12,2021-04-18,15,8472,booster,0,7417
2021-04-12,2021-04-18,15,8472,completedBasicImmu,816,7417
2021-04-12,2021-04-18,15,8474,atLeastOneDose,242,1680
2021-04-12,2021-04-18,15,8474,booster,0,1680
2021-04-12,2021-04-18,15,8474,completedBasicImmu,151,1680
2021-04-12,2021-04-18,15,8475,atLeastOneDose,313,1661
2021-04-12,2021-04-18,15,8475,booster,0,1661
2021-04-12,2021-04-18,15,8475,completedBasicImmu,131,1661
2021-04-12,2021-04-18,15,8476,atLeastOneDose,170,1007
2021-04-12,2021-04-18,15,8476,booster,0,1007
2021-04-12,2021-04-18,15,8476,completedBasicImmu,85,1007
2021-04-12,2021-04-18,15,8477,atLeastOneDose,276,1122
2021-04-12,2021-04-18,15,8477,booster,0,1122
2021-04-12,2021-04-18,15,8477,completedBasicImmu,159,1122
2021-04-12,2021-04-18,15,8478,atLeastOneDose,91,936
2021-04-12,2021-04-18,15,8478,booster,0,936
2021-04-12,2021-04-18,15,8478,completedBasicImmu,46,936
2021-04-12,2021-04-18,15,8479,atLeastOneDose,72,697
2021-04-12,2021-04-18,15,8479,booster,0,697
2021-04-12,2021-04-18,15,8479,completedBasicImmu,32,697
2021-04-12,2021-04-18,15,8482,atLeastOneDose,100,1719
2021-04-12,2021-04-18,15,8482,booster,0,1719
2021-04-12,2021-04-18,15,8482,completedBasicImmu,43,1719
2021-04-12,2021-04-18,15,8483,atLeastOneDose,331,2967
2021-04-12,2021-04-18,15,8483,booster,0,2967
2021-04-12,2021-04-18,15,8483,completedBasicImmu,160,2967
2021-04-12,2021-04-18,15,8484,atLeastOneDose,411,3329
2021-04-12,2021-04-18,15,8484,booster,0,3329
2021-04-12,2021-04-18,15,8484,completedBasicImmu,172,3329
2021-04-12,2021-04-18,15,8486,atLeastOneDose,255,1899
2021-04-12,2021-04-18,15,8486,booster,0,1899
2021-04-12,2021-04-18,15,8486,completedBasicImmu,160,1899
2021-04-12,2021-04-18,15,8487,atLeastOneDose,248,1514
2021-04-12,2021-04-18,15,8487,booster,0,1514
2021-04-12,2021-04-18,15,8487,completedBasicImmu,183,1514
2021-04-12,2021-04-18,15,8488,atLeastOneDose,575,4549
2021-04-12,2021-04-18,15,8488,booster,0,4549
2021-04-12,2021-04-18,15,8488,completedBasicImmu,413,4549
2021-04-12,2021-04-18,15,8489,atLeastOneDose,82,980
2021-04-12,2021-04-18,15,8489,booster,0,980
2021-04-12,2021-04-18,15,8489,completedBasicImmu,50,980
2021-04-12,2021-04-18,15,8492,atLeastOneDose,224,2077
2021-04-12,2021-04-18,15,8492,booster,0,2077
2021-04-12,2021-04-18,15,8492,completedBasicImmu,149,2077
2021-04-12,2021-04-18,15,8493,atLeastOneDose,147,1628
2021-04-12,2021-04-18,15,8493,booster,0,1628
2021-04-12,2021-04-18,15,8493,completedBasicImmu,79,1628
2021-04-12,2021-04-18,15,8494,atLeastOneDose,470,2895
2021-04-12,2021-04-18,15,8494,booster,0,2895
2021-04-12,2021-04-18,15,8494,completedBasicImmu,290,2895
2021-04-12,2021-04-18,15,8496,atLeastOneDose,78,931
2021-04-12,2021-04-18,15,8496,booster,0,931
2021-04-12,2021-04-18,15,8496,completedBasicImmu,32,931
2021-04-12,2021-04-18,15,8497,atLeastOneDose,90,790
2021-04-12,2021-04-18,15,8497,booster,0,790
2021-04-12,2021-04-18,15,8497,completedBasicImmu,57,790
2021-04-12,2021-04-18,15,8498,atLeastOneDose,65,940
2021-04-12,2021-04-18,15,8498,booster,0,940
2021-04-12,2021-04-18,15,8498,completedBasicImmu,34,940
2021-04-12,2021-04-18,15,8499,atLeastOneDose,49,376
2021-04-12,2021-04-18,15,8499,booster,0,376
2021-04-12,2021-04-18,15,8499,completedBasicImmu,0,376
2021-04-12,2021-04-18,15,8523,atLeastOneDose,71,1084
2021-04-12,2021-04-18,15,8523,booster,0,1084
2021-04-12,2021-04-18,15,8523,completedBasicImmu,40,1084
2021-04-12,2021-04-18,15,8542,atLeastOneDose,840,5007
2021-04-12,2021-04-18,15,8542,booster,0,5007
2021-04-12,2021-04-18,15,8542,completedBasicImmu,443,5007
2021-04-12,2021-04-18,15,8543,atLeastOneDose,94,1096
2021-04-12,2021-04-18,15,8543,booster,0,1096
2021-04-12,2021-04-18,15,8543,completedBasicImmu,49,1096
2021-04-12,2021-04-18,15,8544,atLeastOneDose,27,406
2021-04-12,2021-04-18,15,8544,booster,0,406
2021-04-12,2021-04-18,15,8544,completedBasicImmu,18,406
2021-04-12,2021-04-18,15,8545,atLeastOneDose,340,2740
2021-04-12,2021-04-18,15,8545,booster,0,2740
2021-04-12,2021-04-18,15,8545,completedBasicImmu,196,2740
2021-04-12,2021-04-18,15,8548,atLeastOneDose,100,900
2021-04-12,2021-04-18,15,8548,booster,0,900
2021-04-12,2021-04-18,15,8548,completedBasicImmu,62,900
2021-04-12,2021-04-18,15,8600,atLeastOneDose,3300,27178
2021-04-12,2021-04-18,15,8600,booster,0,27178
2021-04-12,2021-04-18,15,8600,completedBasicImmu,1709,27178
2021-04-12,2021-04-18,15,8602,atLeastOneDose,436,2681
2021-04-12,2021-04-18,15,8602,booster,0,2681
2021-04-12,2021-04-18,15,8602,completedBasicImmu,222,2681
2021-04-12,2021-04-18,15,8603,atLeastOneDose,655,5170
2021-04-12,2021-04-18,15,8603,booster,0,5170
2021-04-12,2021-04-18,15,8603,completedBasicImmu,340,5170
2021-04-12,2021-04-18,15,8604,atLeastOneDose,1910,16897
2021-04-12,2021-04-18,15,8604,booster,0,16897
2021-04-12,2021-04-18,15,8604,completedBasicImmu,980,16897
2021-04-12,2021-04-18,15,8605,atLeastOneDose,197,1731
2021-04-12,2021-04-18,15,8605,booster,0,1731
2021-04-12,2021-04-18,15,8605,completedBasicImmu,100,1731
2021-04-12,2021-04-18,15,8606,atLeastOneDose,1243,8166
2021-04-12,2021-04-18,15,8606,booster,0,8166
2021-04-12,2021-04-18,15,8606,completedBasicImmu,556,8166
2021-04-12,2021-04-18,15,8607,atLeastOneDose,172,1458
2021-04-12,2021-04-18,15,8607,booster,0,1458
2021-04-12,2021-04-18,15,8607,completedBasicImmu,106,1458
2021-04-12,2021-04-18,15,8608,atLeastOneDose,509,3783
2021-04-12,2021-04-18,15,8608,booster,0,3783
2021-04-12,2021-04-18,15,8608,completedBasicImmu,392,3783
2021-04-12,2021-04-18,15,8610,atLeastOneDose,4530,29607
2021-04-12,2021-04-18,15,8610,booster,0,29607
2021-04-12,2021-04-18,15,8610,completedBasicImmu,2676,29607
2021-04-12,2021-04-18,15,8614,atLeastOneDose,210,1632
2021-04-12,2021-04-18,15,8614,booster,0,1632
2021-04-12,2021-04-18,15,8614,completedBasicImmu,106,1632
2021-04-12,2021-04-18,15,8615,atLeastOneDose,184,1371
2021-04-12,2021-04-18,15,8615,booster,0,1371
2021-04-12,2021-04-18,15,8615,completedBasicImmu,85,1371
2021-04-12,2021-04-18,15,8616,atLeastOneDose,97,790
2021-04-12,2021-04-18,15,8616,booster,0,790
2021-04-12,2021-04-18,15,8616,completedBasicImmu,42,790
2021-04-12,2021-04-18,15,8617,atLeastOneDose,566,3850
2021-04-12,2021-04-18,15,8617,booster,0,3850
2021-04-12,2021-04-18,15,8617,completedBasicImmu,222,3850
2021-04-12,2021-04-18,15,8618,atLeastOneDose,553,4825
2021-04-12,2021-04-18,15,8618,booster,0,4825
2021-04-12,2021-04-18,15,8618,completedBasicImmu,338,4825
2021-04-12,2021-04-18,15,8620,atLeastOneDose,2343,16684
2021-04-12,2021-04-18,15,8620,booster,0,16684
2021-04-12,2021-04-18,15,8620,completedBasicImmu,1516,16684
2021-04-12,2021-04-18,15,8623,atLeastOneDose,848,8249
2021-04-12,2021-04-18,15,8623,booster,0,8249
2021-04-12,2021-04-18,15,8623,completedBasicImmu,467,8249
2021-04-12,2021-04-18,15,8624,atLeastOneDose,315,2407
2021-04-12,2021-04-18,15,8624,booster,0,2407
2021-04-12,2021-04-18,15,8624,completedBasicImmu,149,2407
2021-04-12,2021-04-18,15,8625,atLeastOneDose,770,5270
2021-04-12,2021-04-18,15,8625,booster,0,5270
2021-04-12,2021-04-18,15,8625,completedBasicImmu,320,5270
2021-04-12,2021-04-18,15,8626,atLeastOneDose,143,1307
2021-04-12,2021-04-18,15,8626,booster,0,1307
2021-04-12,2021-04-18,15,8626,completedBasicImmu,77,1307
2021-04-12,2021-04-18,15,8627,atLeastOneDose,791,3621
2021-04-12,2021-04-18,15,8627,booster,0,3621
2021-04-12,2021-04-18,15,8627,completedBasicImmu,565,3621
2021-04-12,2021-04-18,15,8630,atLeastOneDose,1418,12207
2021-04-12,2021-04-18,15,8630,booster,0,12207
2021-04-12,2021-04-18,15,8630,completedBasicImmu,734,12207
2021-04-12,2021-04-18,15,8632,atLeastOneDose,453,3905
2021-04-12,2021-04-18,15,8632,booster,0,3905
2021-04-12,2021-04-18,15,8632,completedBasicImmu,340,3905
2021-04-12,2021-04-18,15,8633,atLeastOneDose,420,3532
2021-04-12,2021-04-18,15,8633,booster,0,3532
2021-04-12,2021-04-18,15,8633,completedBasicImmu,240,3532
2021-04-12,2021-04-18,15,8634,atLeastOneDose,1042,8260
2021-04-12,2021-04-18,15,8634,booster,0,8260
2021-04-12,2021-04-18,15,8634,completedBasicImmu,604,8260
2021-04-12,2021-04-18,15,8635,atLeastOneDose,339,3657
2021-04-12,2021-04-18,15,8635,booster,0,3657
2021-04-12,2021-04-18,15,8635,completedBasicImmu,195,3657
2021-04-12,2021-04-18,15,8636,atLeastOneDose,939,8096
2021-04-12,2021-04-18,15,8636,booster,0,8096
2021-04-12,2021-04-18,15,8636,completedBasicImmu,683,8096
2021-04-12,2021-04-18,15,8637,atLeastOneDose,141,1979
2021-04-12,2021-04-18,15,8637,booster,0,1979
2021-04-12,2021-04-18,15,8637,completedBasicImmu,87,1979
2021-04-12,2021-04-18,15,8700,atLeastOneDose,2793,13733
2021-04-12,2021-04-18,15,8700,booster,0,13733
2021-04-12,2021-04-18,15,8700,completedBasicImmu,1654,13733
2021-04-12,2021-04-18,15,8702,atLeastOneDose,1896,7857
2021-04-12,2021-04-18,15,8702,booster,0,7857
2021-04-12,2021-04-18,15,8702,completedBasicImmu,962,7857
2021-04-12,2021-04-18,15,8703,atLeastOneDose,1045,5593
2021-04-12,2021-04-18,15,8703,booster,0,5593
2021-04-12,2021-04-18,15,8703,completedBasicImmu,643,5593
2021-04-12,2021-04-18,15,8704,atLeastOneDose,1263,6426
