week_from,week_until,calendar_week,bfsNumber,residence,vacc_status,nCumul
2021-05-10,2021-05-16,19,108,Bezirk Pfaffikon,atLeastOneDose,16765
2021-05-10,2021-05-16,19,108,Bezirk Pfaffikon,completedBasicImmu,7741
2021-05-10,2021-05-16,19,108,Bezirk Pfaffikon,booster,0
2021-05-10,2021-05-16,19,109,Bezirk Uster,atLeastOneDose,37354
2021-05-10,2021-05-16,19,109,Bezirk Uster,completedBasicImmu,17807
2021-05-10,2021-05-16,19,109,Bezirk Uster,booster,0
2021-05-10,2021-05-16,19,110,Bezirk Winterthur,atLeastOneDose,47656
2021-05-10,2021-05-16,19,110,Bezirk Winterthur,completedBasicImmu,23336
2021-05-10,2021-05-16,19,110,Bezirk Winterthur,booster,0
2021-05-10,2021-05-16,19,111,Bezirk Dietikon,atLeastOneDose,23345
2021-05-10,2021-05-16,19,111,Bezirk Dietikon,completedBasicImmu,11514
2021-05-10,2021-05-16,19,111,Bezirk Dietikon,booster,0
2021-05-10,2021-05-16,19,112,Bezirk Zurich,atLeastOneDose,109660
2021-05-10,2021-05-16,19,112,Bezirk Zurich,completedBasicImmu,56276
2021-05-10,2021-05-16,19,112,Bezirk Zurich,booster,0
2021-05-10,2021-05-16,19,NA,andere Kantone,atLeastOneDose,3066
2021-05-10,2021-05-16,19,NA,andere Kantone,completedBasicImmu,1668
2021-05-10,2021-05-16,19,NA,andere Kantone,booster,0
2021-05-10,2021-05-16,19,NA,Nachbarkantone,atLeastOneDose,13463
2021-05-10,2021-05-16,19,NA,Nachbarkantone,completedBasicImmu,7912
2021-05-10,2021-05-16,19,NA,Nachbarkantone,booster,0
2021-05-10,2021-05-16,19,NA,unbekannt,atLeastOneDose,2288
2021-05-10,2021-05-16,19,NA,unbekannt,completedBasicImmu,1197
2021-05-10,2021-05-16,19,NA,unbekannt,booster,0
2021-05-10,2021-05-16,19,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,526
2021-05-10,2021-05-16,19,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,6369
2021-05-10,2021-05-16,19,NA,ZH aber ausserkantonal geimpft,booster,0
2021-05-17,2021-05-23,20,101,Bezirk Affoltern,atLeastOneDose,17137
2021-05-17,2021-05-23,20,101,Bezirk Affoltern,completedBasicImmu,8664
2021-05-17,2021-05-23,20,101,Bezirk Affoltern,booster,0
2021-05-17,2021-05-23,20,102,Bezirk Andelfingen,atLeastOneDose,9611
2021-05-17,2021-05-23,20,102,Bezirk Andelfingen,completedBasicImmu,5161
2021-05-17,2021-05-23,20,102,Bezirk Andelfingen,booster,0
2021-05-17,2021-05-23,20,103,Bezirk Bulach,atLeastOneDose,44400
2021-05-17,2021-05-23,20,103,Bezirk Bulach,completedBasicImmu,23904
2021-05-17,2021-05-23,20,103,Bezirk Bulach,booster,0
2021-05-17,2021-05-23,20,104,Bezirk Dielsdorf,atLeastOneDose,25938
2021-05-17,2021-05-23,20,104,Bezirk Dielsdorf,completedBasicImmu,12578
2021-05-17,2021-05-23,20,104,Bezirk Dielsdorf,booster,0
2021-05-17,2021-05-23,20,105,Bezirk Hinwil,atLeastOneDose,28953
2021-05-17,2021-05-23,20,105,Bezirk Hinwil,completedBasicImmu,14986
2021-05-17,2021-05-23,20,105,Bezirk Hinwil,booster,0
2021-05-17,2021-05-23,20,106,Bezirk Horgen,atLeastOneDose,41207
2021-05-17,2021-05-23,20,106,Bezirk Horgen,completedBasicImmu,20880
2021-05-17,2021-05-23,20,106,Bezirk Horgen,booster,0
2021-05-17,2021-05-23,20,107,Bezirk Meilen,atLeastOneDose,40544
2021-05-17,2021-05-23,20,107,Bezirk Meilen,completedBasicImmu,22794
2021-05-17,2021-05-23,20,107,Bezirk Meilen,booster,0
2021-05-17,2021-05-23,20,108,Bezirk Pfaffikon,atLeastOneDose,18725
2021-05-17,2021-05-23,20,108,Bezirk Pfaffikon,completedBasicImmu,10126
2021-05-17,2021-05-23,20,108,Bezirk Pfaffikon,booster,0
2021-05-17,2021-05-23,20,109,Bezirk Uster,atLeastOneDose,41945
2021-05-17,2021-05-23,20,109,Bezirk Uster,completedBasicImmu,22514
2021-05-17,2021-05-23,20,109,Bezirk Uster,booster,0
2021-05-17,2021-05-23,20,110,Bezirk Winterthur,atLeastOneDose,52401
2021-05-17,2021-05-23,20,110,Bezirk Winterthur,completedBasicImmu,29912
2021-05-17,2021-05-23,20,110,Bezirk Winterthur,booster,0
2021-05-17,2021-05-23,20,111,Bezirk Dietikon,atLeastOneDose,26512
2021-05-17,2021-05-23,20,111,Bezirk Dietikon,completedBasicImmu,14366
2021-05-17,2021-05-23,20,111,Bezirk Dietikon,booster,0
2021-05-17,2021-05-23,20,112,Bezirk Zurich,atLeastOneDose,126683
2021-05-17,2021-05-23,20,112,Bezirk Zurich,completedBasicImmu,69276
2021-05-17,2021-05-23,20,112,Bezirk Zurich,booster,0
2021-05-17,2021-05-23,20,NA,andere Kantone,atLeastOneDose,3529
2021-05-17,2021-05-23,20,NA,andere Kantone,completedBasicImmu,1918
2021-05-17,2021-05-23,20,NA,andere Kantone,booster,0
2021-05-17,2021-05-23,20,NA,Nachbarkantone,atLeastOneDose,15337
2021-05-17,2021-05-23,20,NA,Nachbarkantone,completedBasicImmu,8928
2021-05-17,2021-05-23,20,NA,Nachbarkantone,booster,0
2021-05-17,2021-05-23,20,NA,unbekannt,atLeastOneDose,2609
2021-05-17,2021-05-23,20,NA,unbekannt,completedBasicImmu,1421
2021-05-17,2021-05-23,20,NA,unbekannt,booster,0
2021-05-17,2021-05-23,20,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,613
2021-05-17,2021-05-23,20,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,7266
2021-05-17,2021-05-23,20,NA,ZH aber ausserkantonal geimpft,booster,0
2021-05-24,2021-05-30,21,101,Bezirk Affoltern,atLeastOneDose,18813
2021-05-24,2021-05-30,21,101,Bezirk Affoltern,completedBasicImmu,10525
2021-05-24,2021-05-30,21,101,Bezirk Affoltern,booster,0
2021-05-24,2021-05-30,21,102,Bezirk Andelfingen,atLeastOneDose,10309
2021-05-24,2021-05-30,21,102,Bezirk Andelfingen,completedBasicImmu,6229
2021-05-24,2021-05-30,21,102,Bezirk Andelfingen,booster,0
2021-05-24,2021-05-30,21,103,Bezirk Bulach,atLeastOneDose,49038
2021-05-24,2021-05-30,21,103,Bezirk Bulach,completedBasicImmu,29098
2021-05-24,2021-05-30,21,103,Bezirk Bulach,booster,0
2021-05-24,2021-05-30,21,104,Bezirk Dielsdorf,atLeastOneDose,28061
2021-05-24,2021-05-30,21,104,Bezirk Dielsdorf,completedBasicImmu,15523
2021-05-24,2021-05-30,21,104,Bezirk Dielsdorf,booster,0
2021-05-24,2021-05-30,21,105,Bezirk Hinwil,atLeastOneDose,31579
2021-05-24,2021-05-30,21,105,Bezirk Hinwil,completedBasicImmu,17775
2021-05-24,2021-05-30,21,105,Bezirk Hinwil,booster,0
2021-05-24,2021-05-30,21,106,Bezirk Horgen,atLeastOneDose,45829
2021-05-24,2021-05-30,21,106,Bezirk Horgen,completedBasicImmu,25693
2021-05-24,2021-05-30,21,106,Bezirk Horgen,booster,0
2021-05-24,2021-05-30,21,107,Bezirk Meilen,atLeastOneDose,44096
2021-05-24,2021-05-30,21,107,Bezirk Meilen,completedBasicImmu,27284
2021-05-24,2021-05-30,21,107,Bezirk Meilen,booster,0
2021-05-24,2021-05-30,21,108,Bezirk Pfaffikon,atLeastOneDose,20135
2021-05-24,2021-05-30,21,108,Bezirk Pfaffikon,completedBasicImmu,12146
2021-05-24,2021-05-30,21,108,Bezirk Pfaffikon,booster,0
2021-05-24,2021-05-30,21,109,Bezirk Uster,atLeastOneDose,45856
2021-05-24,2021-05-30,21,109,Bezirk Uster,completedBasicImmu,27369
2021-05-24,2021-05-30,21,109,Bezirk Uster,booster,0
2021-05-24,2021-05-30,21,110,Bezirk Winterthur,atLeastOneDose,57941
2021-05-24,2021-05-30,21,110,Bezirk Winterthur,completedBasicImmu,35221
2021-05-24,2021-05-30,21,110,Bezirk Winterthur,booster,0
2021-05-24,2021-05-30,21,111,Bezirk Dietikon,atLeastOneDose,28776
2021-05-24,2021-05-30,21,111,Bezirk Dietikon,completedBasicImmu,17086
2021-05-24,2021-05-30,21,111,Bezirk Dietikon,booster,0
2021-05-24,2021-05-30,21,112,Bezirk Zurich,atLeastOneDose,144046
2021-05-24,2021-05-30,21,112,Bezirk Zurich,completedBasicImmu,80813
2021-05-24,2021-05-30,21,112,Bezirk Zurich,booster,0
2021-05-24,2021-05-30,21,NA,andere Kantone,atLeastOneDose,4010
2021-05-24,2021-05-30,21,NA,andere Kantone,completedBasicImmu,2223
2021-05-24,2021-05-30,21,NA,andere Kantone,booster,0
2021-05-24,2021-05-30,21,NA,Nachbarkantone,atLeastOneDose,17035
2021-05-24,2021-05-30,21,NA,Nachbarkantone,completedBasicImmu,10135
2021-05-24,2021-05-30,21,NA,Nachbarkantone,booster,0
2021-05-24,2021-05-30,21,NA,unbekannt,atLeastOneDose,2857
2021-05-24,2021-05-30,21,NA,unbekannt,completedBasicImmu,1680
2021-05-24,2021-05-30,21,NA,unbekannt,booster,0
2021-05-24,2021-05-30,21,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,670
2021-05-24,2021-05-30,21,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,8153
2021-05-24,2021-05-30,21,NA,ZH aber ausserkantonal geimpft,booster,0
2021-05-31,2021-06-06,22,101,Bezirk Affoltern,atLeastOneDose,20606
2021-05-31,2021-06-06,22,101,Bezirk Affoltern,completedBasicImmu,12566
2021-05-31,2021-06-06,22,101,Bezirk Affoltern,booster,0
2021-05-31,2021-06-06,22,102,Bezirk Andelfingen,atLeastOneDose,11299
2021-05-31,2021-06-06,22,102,Bezirk Andelfingen,completedBasicImmu,7545
2021-05-31,2021-06-06,22,102,Bezirk Andelfingen,booster,0
2021-05-31,2021-06-06,22,103,Bezirk Bulach,atLeastOneDose,55361
2021-05-31,2021-06-06,22,103,Bezirk Bulach,completedBasicImmu,34081
2021-05-31,2021-06-06,22,103,Bezirk Bulach,booster,0
2021-05-31,2021-06-06,22,104,Bezirk Dielsdorf,atLeastOneDose,31192
2021-05-31,2021-06-06,22,104,Bezirk Dielsdorf,completedBasicImmu,18887
2021-05-31,2021-06-06,22,104,Bezirk Dielsdorf,booster,0
2021-05-31,2021-06-06,22,105,Bezirk Hinwil,atLeastOneDose,34408
2021-05-31,2021-06-06,22,105,Bezirk Hinwil,completedBasicImmu,21083
2021-05-31,2021-06-06,22,105,Bezirk Hinwil,booster,0
2021-05-31,2021-06-06,22,106,Bezirk Horgen,atLeastOneDose,50267
2021-05-31,2021-06-06,22,106,Bezirk Horgen,completedBasicImmu,30956
2021-05-31,2021-06-06,22,106,Bezirk Horgen,booster,0
2021-05-31,2021-06-06,22,107,Bezirk Meilen,atLeastOneDose,48848
2021-05-31,2021-06-06,22,107,Bezirk Meilen,completedBasicImmu,31283
2021-05-31,2021-06-06,22,107,Bezirk Meilen,booster,0
2021-05-31,2021-06-06,22,108,Bezirk Pfaffikon,atLeastOneDose,22203
2021-05-31,2021-06-06,22,108,Bezirk Pfaffikon,completedBasicImmu,14424
2021-05-31,2021-06-06,22,108,Bezirk Pfaffikon,booster,0
2021-05-31,2021-06-06,22,109,Bezirk Uster,atLeastOneDose,52693
2021-05-31,2021-06-06,22,109,Bezirk Uster,completedBasicImmu,32317
2021-05-31,2021-06-06,22,109,Bezirk Uster,booster,0
2021-05-31,2021-06-06,22,110,Bezirk Winterthur,atLeastOneDose,64694
2021-05-31,2021-06-06,22,110,Bezirk Winterthur,completedBasicImmu,41524
2021-05-31,2021-06-06,22,110,Bezirk Winterthur,booster,0
2021-05-31,2021-06-06,22,111,Bezirk Dietikon,atLeastOneDose,32133
2021-05-31,2021-06-06,22,111,Bezirk Dietikon,completedBasicImmu,20788
2021-05-31,2021-06-06,22,111,Bezirk Dietikon,booster,0
2021-05-31,2021-06-06,22,112,Bezirk Zurich,atLeastOneDose,172831
2021-05-31,2021-06-06,22,112,Bezirk Zurich,completedBasicImmu,94986
2021-05-31,2021-06-06,22,112,Bezirk Zurich,booster,0
2021-05-31,2021-06-06,22,NA,andere Kantone,atLeastOneDose,4736
2021-05-31,2021-06-06,22,NA,andere Kantone,completedBasicImmu,2645
2021-05-31,2021-06-06,22,NA,andere Kantone,booster,0
2021-05-31,2021-06-06,22,NA,Nachbarkantone,atLeastOneDose,19344
2021-05-31,2021-06-06,22,NA,Nachbarkantone,completedBasicImmu,11770
2021-05-31,2021-06-06,22,NA,Nachbarkantone,booster,0
2021-05-31,2021-06-06,22,NA,unbekannt,atLeastOneDose,3228
2021-05-31,2021-06-06,22,NA,unbekannt,completedBasicImmu,1975
2021-05-31,2021-06-06,22,NA,unbekannt,booster,0
2021-05-31,2021-06-06,22,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,739
2021-05-31,2021-06-06,22,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,9448
2021-05-31,2021-06-06,22,NA,ZH aber ausserkantonal geimpft,booster,0
2021-06-07,2021-06-13,23,101,Bezirk Affoltern,atLeastOneDose,22883
2021-06-07,2021-06-13,23,101,Bezirk Affoltern,completedBasicImmu,14800
2021-06-07,2021-06-13,23,101,Bezirk Affoltern,booster,0
2021-06-07,2021-06-13,23,102,Bezirk Andelfingen,atLeastOneDose,12587
2021-06-07,2021-06-13,23,102,Bezirk Andelfingen,completedBasicImmu,8626
2021-06-07,2021-06-13,23,102,Bezirk Andelfingen,booster,0
2021-06-07,2021-06-13,23,103,Bezirk Bulach,atLeastOneDose,61968
2021-06-07,2021-06-13,23,103,Bezirk Bulach,completedBasicImmu,39248
2021-06-07,2021-06-13,23,103,Bezirk Bulach,booster,0
2021-06-07,2021-06-13,23,104,Bezirk Dielsdorf,atLeastOneDose,34519
2021-06-07,2021-06-13,23,104,Bezirk Dielsdorf,completedBasicImmu,22396
2021-06-07,2021-06-13,23,104,Bezirk Dielsdorf,booster,0
2021-06-07,2021-06-13,23,105,Bezirk Hinwil,atLeastOneDose,38437
2021-06-07,2021-06-13,23,105,Bezirk Hinwil,completedBasicImmu,25525
2021-06-07,2021-06-13,23,105,Bezirk Hinwil,booster,0
2021-06-07,2021-06-13,23,106,Bezirk Horgen,atLeastOneDose,56376
2021-06-07,2021-06-13,23,106,Bezirk Horgen,completedBasicImmu,35963
2021-06-07,2021-06-13,23,106,Bezirk Horgen,booster,0
2021-06-07,2021-06-13,23,107,Bezirk Meilen,atLeastOneDose,53683
2021-06-07,2021-06-13,23,107,Bezirk Meilen,completedBasicImmu,35955
2021-06-07,2021-06-13,23,107,Bezirk Meilen,booster,0
2021-06-07,2021-06-13,23,108,Bezirk Pfaffikon,atLeastOneDose,24539
2021-06-07,2021-06-13,23,108,Bezirk Pfaffikon,completedBasicImmu,16667
2021-06-07,2021-06-13,23,108,Bezirk Pfaffikon,booster,0
2021-06-07,2021-06-13,23,109,Bezirk Uster,atLeastOneDose,58190
2021-06-07,2021-06-13,23,109,Bezirk Uster,completedBasicImmu,37228
2021-06-07,2021-06-13,23,109,Bezirk Uster,booster,0
2021-06-07,2021-06-13,23,110,Bezirk Winterthur,atLeastOneDose,72011
2021-06-07,2021-06-13,23,110,Bezirk Winterthur,completedBasicImmu,47338
2021-06-07,2021-06-13,23,110,Bezirk Winterthur,booster,0
2021-06-07,2021-06-13,23,111,Bezirk Dietikon,atLeastOneDose,35872
2021-06-07,2021-06-13,23,111,Bezirk Dietikon,completedBasicImmu,23378
2021-06-07,2021-06-13,23,111,Bezirk Dietikon,booster,0
2021-06-07,2021-06-13,23,112,Bezirk Zurich,atLeastOneDose,202910
2021-06-07,2021-06-13,23,112,Bezirk Zurich,completedBasicImmu,111007
2021-06-07,2021-06-13,23,112,Bezirk Zurich,booster,0
2021-06-07,2021-06-13,23,NA,andere Kantone,atLeastOneDose,5566
2021-06-07,2021-06-13,23,NA,andere Kantone,completedBasicImmu,3131
2021-06-07,2021-06-13,23,NA,andere Kantone,booster,0
2021-06-07,2021-06-13,23,NA,Nachbarkantone,atLeastOneDose,21404
2021-06-07,2021-06-13,23,NA,Nachbarkantone,completedBasicImmu,13670
2021-06-07,2021-06-13,23,NA,Nachbarkantone,booster,0
2021-06-07,2021-06-13,23,NA,unbekannt,atLeastOneDose,3673
2021-06-07,2021-06-13,23,NA,unbekannt,completedBasicImmu,2289
2021-06-07,2021-06-13,23,NA,unbekannt,booster,0
2021-06-07,2021-06-13,23,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,825
2021-06-07,2021-06-13,23,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,10772
2021-06-07,2021-06-13,23,NA,ZH aber ausserkantonal geimpft,booster,0
2021-06-14,2021-06-20,24,101,Bezirk Affoltern,atLeastOneDose,25249
2021-06-14,2021-06-20,24,101,Bezirk Affoltern,completedBasicImmu,16885
2021-06-14,2021-06-20,24,101,Bezirk Affoltern,booster,0
2021-06-14,2021-06-20,24,102,Bezirk Andelfingen,atLeastOneDose,13748
2021-06-14,2021-06-20,24,102,Bezirk Andelfingen,completedBasicImmu,9585
2021-06-14,2021-06-20,24,102,Bezirk Andelfingen,booster,0
2021-06-14,2021-06-20,24,103,Bezirk Bulach,atLeastOneDose,69166
2021-06-14,2021-06-20,24,103,Bezirk Bulach,completedBasicImmu,44609
2021-06-14,2021-06-20,24,103,Bezirk Bulach,booster,0
2021-06-14,2021-06-20,24,104,Bezirk Dielsdorf,atLeastOneDose,38667
2021-06-14,2021-06-20,24,104,Bezirk Dielsdorf,completedBasicImmu,25661
2021-06-14,2021-06-20,24,104,Bezirk Dielsdorf,booster,0
2021-06-14,2021-06-20,24,105,Bezirk Hinwil,atLeastOneDose,41514
2021-06-14,2021-06-20,24,105,Bezirk Hinwil,completedBasicImmu,28833
2021-06-14,2021-06-20,24,105,Bezirk Hinwil,booster,0
2021-06-14,2021-06-20,24,106,Bezirk Horgen,atLeastOneDose,60759
2021-06-14,2021-06-20,24,106,Bezirk Horgen,completedBasicImmu,40776
2021-06-14,2021-06-20,24,106,Bezirk Horgen,booster,0
2021-06-14,2021-06-20,24,107,Bezirk Meilen,atLeastOneDose,57784
2021-06-14,2021-06-20,24,107,Bezirk Meilen,completedBasicImmu,40329
2021-06-14,2021-06-20,24,107,Bezirk Meilen,booster,0
2021-06-14,2021-06-20,24,108,Bezirk Pfaffikon,atLeastOneDose,26900
2021-06-14,2021-06-20,24,108,Bezirk Pfaffikon,completedBasicImmu,18761
2021-06-14,2021-06-20,24,108,Bezirk Pfaffikon,booster,0
2021-06-14,2021-06-20,24,109,Bezirk Uster,atLeastOneDose,64739
2021-06-14,2021-06-20,24,109,Bezirk Uster,completedBasicImmu,41801
2021-06-14,2021-06-20,24,109,Bezirk Uster,booster,0
2021-06-14,2021-06-20,24,110,Bezirk Winterthur,atLeastOneDose,79257
2021-06-14,2021-06-20,24,110,Bezirk Winterthur,completedBasicImmu,52360
2021-06-14,2021-06-20,24,110,Bezirk Winterthur,booster,0
2021-06-14,2021-06-20,24,111,Bezirk Dietikon,atLeastOneDose,40232
2021-06-14,2021-06-20,24,111,Bezirk Dietikon,completedBasicImmu,26483
2021-06-14,2021-06-20,24,111,Bezirk Dietikon,booster,0
2021-06-14,2021-06-20,24,112,Bezirk Zurich,atLeastOneDose,225152
2021-06-14,2021-06-20,24,112,Bezirk Zurich,completedBasicImmu,127318
2021-06-14,2021-06-20,24,112,Bezirk Zurich,booster,0
2021-06-14,2021-06-20,24,NA,andere Kantone,atLeastOneDose,6225
2021-06-14,2021-06-20,24,NA,andere Kantone,completedBasicImmu,3510
2021-06-14,2021-06-20,24,NA,andere Kantone,booster,0
2021-06-14,2021-06-20,24,NA,Nachbarkantone,atLeastOneDose,22925
2021-06-14,2021-06-20,24,NA,Nachbarkantone,completedBasicImmu,15355
2021-06-14,2021-06-20,24,NA,Nachbarkantone,booster,0
2021-06-14,2021-06-20,24,NA,unbekannt,atLeastOneDose,4069
2021-06-14,2021-06-20,24,NA,unbekannt,completedBasicImmu,2596
2021-06-14,2021-06-20,24,NA,unbekannt,booster,0
2021-06-14,2021-06-20,24,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,907
2021-06-14,2021-06-20,24,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,11976
2021-06-14,2021-06-20,24,NA,ZH aber ausserkantonal geimpft,booster,0
2021-06-21,2021-06-27,25,101,Bezirk Affoltern,atLeastOneDose,27585
2021-06-21,2021-06-27,25,101,Bezirk Affoltern,completedBasicImmu,18645
2021-06-21,2021-06-27,25,101,Bezirk Affoltern,booster,0
2021-06-21,2021-06-27,25,102,Bezirk Andelfingen,atLeastOneDose,14961
2021-06-21,2021-06-27,25,102,Bezirk Andelfingen,completedBasicImmu,10273
2021-06-21,2021-06-27,25,102,Bezirk Andelfingen,booster,0
2021-06-21,2021-06-27,25,103,Bezirk Bulach,atLeastOneDose,76142
2021-06-21,2021-06-27,25,103,Bezirk Bulach,completedBasicImmu,49517
2021-06-21,2021-06-27,25,103,Bezirk Bulach,booster,0
2021-06-21,2021-06-27,25,104,Bezirk Dielsdorf,atLeastOneDose,42704
2021-06-21,2021-06-27,25,104,Bezirk Dielsdorf,completedBasicImmu,28280
2021-06-21,2021-06-27,25,104,Bezirk Dielsdorf,booster,0
2021-06-21,2021-06-27,25,105,Bezirk Hinwil,atLeastOneDose,44463
2021-06-21,2021-06-27,25,105,Bezirk Hinwil,completedBasicImmu,31551
2021-06-21,2021-06-27,25,105,Bezirk Hinwil,booster,0
2021-06-21,2021-06-27,25,106,Bezirk Horgen,atLeastOneDose,65883
2021-06-21,2021-06-27,25,106,Bezirk Horgen,completedBasicImmu,45709
2021-06-21,2021-06-27,25,106,Bezirk Horgen,booster,0
2021-06-21,2021-06-27,25,107,Bezirk Meilen,atLeastOneDose,61256
2021-06-21,2021-06-27,25,107,Bezirk Meilen,completedBasicImmu,44197
2021-06-21,2021-06-27,25,107,Bezirk Meilen,booster,0
2021-06-21,2021-06-27,25,108,Bezirk Pfaffikon,atLeastOneDose,29093
2021-06-21,2021-06-27,25,108,Bezirk Pfaffikon,completedBasicImmu,20303
2021-06-21,2021-06-27,25,108,Bezirk Pfaffikon,booster,0
2021-06-21,2021-06-27,25,109,Bezirk Uster,atLeastOneDose,70044
2021-06-21,2021-06-27,25,109,Bezirk Uster,completedBasicImmu,45830
2021-06-21,2021-06-27,25,109,Bezirk Uster,booster,0
2021-06-21,2021-06-27,25,110,Bezirk Winterthur,atLeastOneDose,86186
2021-06-21,2021-06-27,25,110,Bezirk Winterthur,completedBasicImmu,57877
2021-06-21,2021-06-27,25,110,Bezirk Winterthur,booster,0
2021-06-21,2021-06-27,25,111,Bezirk Dietikon,atLeastOneDose,44888
2021-06-21,2021-06-27,25,111,Bezirk Dietikon,completedBasicImmu,29183
2021-06-21,2021-06-27,25,111,Bezirk Dietikon,booster,0
2021-06-21,2021-06-27,25,112,Bezirk Zurich,atLeastOneDose,243585
2021-06-21,2021-06-27,25,112,Bezirk Zurich,completedBasicImmu,145072
2021-06-21,2021-06-27,25,112,Bezirk Zurich,booster,0
2021-06-21,2021-06-27,25,NA,andere Kantone,atLeastOneDose,6733
2021-06-21,2021-06-27,25,NA,andere Kantone,completedBasicImmu,4035
2021-06-21,2021-06-27,25,NA,andere Kantone,booster,0
2021-06-21,2021-06-27,25,NA,Nachbarkantone,atLeastOneDose,24414
2021-06-21,2021-06-27,25,NA,Nachbarkantone,completedBasicImmu,17196
2021-06-21,2021-06-27,25,NA,Nachbarkantone,booster,0
2021-06-21,2021-06-27,25,NA,unbekannt,atLeastOneDose,4526
2021-06-21,2021-06-27,25,NA,unbekannt,completedBasicImmu,2863
2021-06-21,2021-06-27,25,NA,unbekannt,booster,0
2021-06-21,2021-06-27,25,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,971
2021-06-21,2021-06-27,25,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,12854
2021-06-21,2021-06-27,25,NA,ZH aber ausserkantonal geimpft,booster,0
2021-06-28,2021-07-04,26,101,Bezirk Affoltern,atLeastOneDose,28478
2021-06-28,2021-07-04,26,101,Bezirk Affoltern,completedBasicImmu,20322
2021-06-28,2021-07-04,26,101,Bezirk Affoltern,booster,0
2021-06-28,2021-07-04,26,102,Bezirk Andelfingen,atLeastOneDose,15429
2021-06-28,2021-07-04,26,102,Bezirk Andelfingen,completedBasicImmu,11200
2021-06-28,2021-07-04,26,102,Bezirk Andelfingen,booster,0
2021-06-28,2021-07-04,26,103,Bezirk Bulach,atLeastOneDose,78938
2021-06-28,2021-07-04,26,103,Bezirk Bulach,completedBasicImmu,55705
2021-06-28,2021-07-04,26,103,Bezirk Bulach,booster,0
2021-06-28,2021-07-04,26,104,Bezirk Dielsdorf,atLeastOneDose,44241
2021-06-28,2021-07-04,26,104,Bezirk Dielsdorf,completedBasicImmu,31319
2021-06-28,2021-07-04,26,104,Bezirk Dielsdorf,booster,0
2021-06-28,2021-07-04,26,105,Bezirk Hinwil,atLeastOneDose,45313
2021-06-28,2021-07-04,26,105,Bezirk Hinwil,completedBasicImmu,34398
2021-06-28,2021-07-04,26,105,Bezirk Hinwil,booster,0
2021-06-28,2021-07-04,26,106,Bezirk Horgen,atLeastOneDose,68032
2021-06-28,2021-07-04,26,106,Bezirk Horgen,completedBasicImmu,50104
2021-06-28,2021-07-04,26,106,Bezirk Horgen,booster,0
2021-06-28,2021-07-04,26,107,Bezirk Meilen,atLeastOneDose,62474
2021-06-28,2021-07-04,26,107,Bezirk Meilen,completedBasicImmu,48726
2021-06-28,2021-07-04,26,107,Bezirk Meilen,booster,0
2021-06-28,2021-07-04,26,108,Bezirk Pfaffikon,atLeastOneDose,29774
2021-06-28,2021-07-04,26,108,Bezirk Pfaffikon,completedBasicImmu,22315
2021-06-28,2021-07-04,26,108,Bezirk Pfaffikon,booster,0
2021-06-28,2021-07-04,26,109,Bezirk Uster,atLeastOneDose,71683
2021-06-28,2021-07-04,26,109,Bezirk Uster,completedBasicImmu,52263
2021-06-28,2021-07-04,26,109,Bezirk Uster,booster,0
2021-06-28,2021-07-04,26,110,Bezirk Winterthur,atLeastOneDose,88928
2021-06-28,2021-07-04,26,110,Bezirk Winterthur,completedBasicImmu,63945
2021-06-28,2021-07-04,26,110,Bezirk Winterthur,booster,0
2021-06-28,2021-07-04,26,111,Bezirk Dietikon,atLeastOneDose,46383
2021-06-28,2021-07-04,26,111,Bezirk Dietikon,completedBasicImmu,32329
2021-06-28,2021-07-04,26,111,Bezirk Dietikon,booster,0
2021-06-28,2021-07-04,26,112,Bezirk Zurich,atLeastOneDose,249600
2021-06-28,2021-07-04,26,112,Bezirk Zurich,completedBasicImmu,172113
2021-06-28,2021-07-04,26,112,Bezirk Zurich,booster,0
2021-06-28,2021-07-04,26,NA,andere Kantone,atLeastOneDose,6905
2021-06-28,2021-07-04,26,NA,andere Kantone,completedBasicImmu,4661
2021-06-28,2021-07-04,26,NA,andere Kantone,booster,0
2021-06-28,2021-07-04,26,NA,Nachbarkantone,atLeastOneDose,25063
2021-06-28,2021-07-04,26,NA,Nachbarkantone,completedBasicImmu,19327
2021-06-28,2021-07-04,26,NA,Nachbarkantone,booster,0
2021-06-28,2021-07-04,26,NA,unbekannt,atLeastOneDose,4680
2021-06-28,2021-07-04,26,NA,unbekannt,completedBasicImmu,3198
2021-06-28,2021-07-04,26,NA,unbekannt,booster,0
2021-06-28,2021-07-04,26,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,1018
2021-06-28,2021-07-04,26,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,13660
