date,ageclass,gender,vacc_status,nCumul
2021-04-13,60-69,NA,completedBasicImmu,0
2021-04-13,60-69,NA,booster,0
2021-04-13,70-79,d,atLeastOneDose,14
2021-04-13,70-79,d,completedBasicImmu,0
2021-04-13,70-79,d,booster,0
2021-04-13,70-79,f,atLeastOneDose,26358
2021-04-13,70-79,f,completedBasicImmu,13097
2021-04-13,70-79,f,booster,0
2021-04-13,70-79,m,atLeastOneDose,24405
2021-04-13,70-79,m,completedBasicImmu,12824
2021-04-13,70-79,m,booster,0
2021-04-13,70-79,NA,atLeastOneDose,11
2021-04-13,70-79,NA,completedBasicImmu,0
2021-04-13,70-79,NA,booster,0
2021-04-13,80+,d,atLeastOneDose,10
2021-04-13,80+,d,completedBasicImmu,0
2021-04-13,80+,d,booster,0
2021-04-13,80+,f,atLeastOneDose,32119
2021-04-13,80+,f,completedBasicImmu,20402
2021-04-13,80+,f,booster,0
2021-04-13,80+,m,atLeastOneDose,22392
2021-04-13,80+,m,completedBasicImmu,13970
2021-04-13,80+,m,booster,0
2021-04-13,80+,NA,atLeastOneDose,0
2021-04-13,80+,NA,completedBasicImmu,0
2021-04-13,80+,NA,booster,0
2021-04-14,0-9,d,atLeastOneDose,0
2021-04-14,0-9,d,completedBasicImmu,0
2021-04-14,0-9,d,booster,0
2021-04-14,0-9,f,atLeastOneDose,0
2021-04-14,0-9,f,completedBasicImmu,0
2021-04-14,0-9,f,booster,0
2021-04-14,0-9,m,atLeastOneDose,0
2021-04-14,0-9,m,completedBasicImmu,0
2021-04-14,0-9,m,booster,0
2021-04-14,0-9,NA,atLeastOneDose,0
2021-04-14,0-9,NA,completedBasicImmu,0
2021-04-14,0-9,NA,booster,0
2021-04-14,10-19,d,atLeastOneDose,0
2021-04-14,10-19,d,completedBasicImmu,0
2021-04-14,10-19,d,booster,0
2021-04-14,10-19,f,atLeastOneDose,463
2021-04-14,10-19,f,completedBasicImmu,373
2021-04-14,10-19,f,booster,0
2021-04-14,10-19,m,atLeastOneDose,219
2021-04-14,10-19,m,completedBasicImmu,172
2021-04-14,10-19,m,booster,0
2021-04-14,10-19,NA,atLeastOneDose,0
2021-04-14,10-19,NA,completedBasicImmu,0
2021-04-14,10-19,NA,booster,0
2021-04-14,20-29,d,atLeastOneDose,0
2021-04-14,20-29,d,completedBasicImmu,0
2021-04-14,20-29,d,booster,0
2021-04-14,20-29,f,atLeastOneDose,4444
2021-04-14,20-29,f,completedBasicImmu,3565
2021-04-14,20-29,f,booster,0
2021-04-14,20-29,m,atLeastOneDose,2351
2021-04-14,20-29,m,completedBasicImmu,1835
2021-04-14,20-29,m,booster,0
2021-04-14,20-29,NA,atLeastOneDose,0
2021-04-14,20-29,NA,completedBasicImmu,0
2021-04-14,20-29,NA,booster,0
2021-04-14,30-39,d,atLeastOneDose,0
2021-04-14,30-39,d,completedBasicImmu,0
2021-04-14,30-39,d,booster,0
2021-04-14,30-39,f,atLeastOneDose,6843
2021-04-14,30-39,f,completedBasicImmu,5463
2021-04-14,30-39,f,booster,0
2021-04-14,30-39,m,atLeastOneDose,4626
2021-04-14,30-39,m,completedBasicImmu,3412
2021-04-14,30-39,m,booster,0
2021-04-14,30-39,NA,atLeastOneDose,0
2021-04-14,30-39,NA,completedBasicImmu,0
2021-04-14,30-39,NA,booster,0
2021-04-14,40-49,d,atLeastOneDose,0
2021-04-14,40-49,d,completedBasicImmu,0
2021-04-14,40-49,d,booster,0
2021-04-14,40-49,f,atLeastOneDose,8538
2021-04-14,40-49,f,completedBasicImmu,6466
2021-04-14,40-49,f,booster,0
2021-04-14,40-49,m,atLeastOneDose,6069
2021-04-14,40-49,m,completedBasicImmu,4132
2021-04-14,40-49,m,booster,0
2021-04-14,40-49,NA,atLeastOneDose,0
2021-04-14,40-49,NA,completedBasicImmu,0
2021-04-14,40-49,NA,booster,0
2021-04-14,50-59,d,atLeastOneDose,0
2021-04-14,50-59,d,completedBasicImmu,0
2021-04-14,50-59,d,booster,0
2021-04-14,50-59,f,atLeastOneDose,12539
2021-04-14,50-59,f,completedBasicImmu,9081
2021-04-14,50-59,f,booster,0
2021-04-14,50-59,m,atLeastOneDose,10064
2021-04-14,50-59,m,completedBasicImmu,6330
2021-04-14,50-59,m,booster,0
2021-04-14,50-59,NA,atLeastOneDose,0
2021-04-14,50-59,NA,completedBasicImmu,0
2021-04-14,50-59,NA,booster,0
2021-04-14,60-69,d,atLeastOneDose,11
2021-04-14,60-69,d,completedBasicImmu,0
2021-04-14,60-69,d,booster,0
2021-04-14,60-69,f,atLeastOneDose,14769
2021-04-14,60-69,f,completedBasicImmu,7638
2021-04-14,60-69,f,booster,0
2021-04-14,60-69,m,atLeastOneDose,13942
2021-04-14,60-69,m,completedBasicImmu,6854
2021-04-14,60-69,m,booster,0
2021-04-14,60-69,NA,atLeastOneDose,0
2021-04-14,60-69,NA,completedBasicImmu,0
2021-04-14,60-69,NA,booster,0
2021-04-14,70-79,d,atLeastOneDose,14
2021-04-14,70-79,d,completedBasicImmu,0
2021-04-14,70-79,d,booster,0
2021-04-14,70-79,f,atLeastOneDose,27973
2021-04-14,70-79,f,completedBasicImmu,13445
2021-04-14,70-79,f,booster,0
2021-04-14,70-79,m,atLeastOneDose,25768
2021-04-14,70-79,m,completedBasicImmu,13169
2021-04-14,70-79,m,booster,0
2021-04-14,70-79,NA,atLeastOneDose,11
2021-04-14,70-79,NA,completedBasicImmu,0
2021-04-14,70-79,NA,booster,0
2021-04-14,80+,d,atLeastOneDose,11
2021-04-14,80+,d,completedBasicImmu,0
2021-04-14,80+,d,booster,0
2021-04-14,80+,f,atLeastOneDose,32805
2021-04-14,80+,f,completedBasicImmu,20754
2021-04-14,80+,f,booster,0
2021-04-14,80+,m,atLeastOneDose,22788
2021-04-14,80+,m,completedBasicImmu,14224
2021-04-14,80+,m,booster,0
2021-04-14,80+,NA,atLeastOneDose,0
2021-04-14,80+,NA,completedBasicImmu,0
2021-04-14,80+,NA,booster,0
2021-04-15,0-9,d,atLeastOneDose,0
2021-04-15,0-9,d,completedBasicImmu,0
2021-04-15,0-9,d,booster,0
2021-04-15,0-9,f,atLeastOneDose,0
2021-04-15,0-9,f,completedBasicImmu,0
2021-04-15,0-9,f,booster,0
2021-04-15,0-9,m,atLeastOneDose,0
2021-04-15,0-9,m,completedBasicImmu,0
2021-04-15,0-9,m,booster,0
2021-04-15,0-9,NA,atLeastOneDose,0
2021-04-15,0-9,NA,completedBasicImmu,0
2021-04-15,0-9,NA,booster,0
2021-04-15,10-19,d,atLeastOneDose,0
2021-04-15,10-19,d,completedBasicImmu,0
2021-04-15,10-19,d,booster,0
2021-04-15,10-19,f,atLeastOneDose,471
2021-04-15,10-19,f,completedBasicImmu,384
2021-04-15,10-19,f,booster,0
2021-04-15,10-19,m,atLeastOneDose,228
2021-04-15,10-19,m,completedBasicImmu,179
2021-04-15,10-19,m,booster,0
2021-04-15,10-19,NA,atLeastOneDose,0
2021-04-15,10-19,NA,completedBasicImmu,0
2021-04-15,10-19,NA,booster,0
2021-04-15,20-29,d,atLeastOneDose,0
2021-04-15,20-29,d,completedBasicImmu,0
2021-04-15,20-29,d,booster,0
2021-04-15,20-29,f,atLeastOneDose,4550
2021-04-15,20-29,f,completedBasicImmu,3652
2021-04-15,20-29,f,booster,0
2021-04-15,20-29,m,atLeastOneDose,2423
2021-04-15,20-29,m,completedBasicImmu,1879
2021-04-15,20-29,m,booster,0
2021-04-15,20-29,NA,atLeastOneDose,0
2021-04-15,20-29,NA,completedBasicImmu,0
2021-04-15,20-29,NA,booster,0
2021-04-15,30-39,d,atLeastOneDose,0
2021-04-15,30-39,d,completedBasicImmu,0
2021-04-15,30-39,d,booster,0
2021-04-15,30-39,f,atLeastOneDose,7039
2021-04-15,30-39,f,completedBasicImmu,5635
2021-04-15,30-39,f,booster,0
2021-04-15,30-39,m,atLeastOneDose,4839
2021-04-15,30-39,m,completedBasicImmu,3490
2021-04-15,30-39,m,booster,0
2021-04-15,30-39,NA,atLeastOneDose,0
2021-04-15,30-39,NA,completedBasicImmu,0
2021-04-15,30-39,NA,booster,0
2021-04-15,40-49,d,atLeastOneDose,0
2021-04-15,40-49,d,completedBasicImmu,0
2021-04-15,40-49,d,booster,0
2021-04-15,40-49,f,atLeastOneDose,8835
2021-04-15,40-49,f,completedBasicImmu,6641
2021-04-15,40-49,f,booster,0
2021-04-15,40-49,m,atLeastOneDose,6400
2021-04-15,40-49,m,completedBasicImmu,4237
2021-04-15,40-49,m,booster,0
2021-04-15,40-49,NA,atLeastOneDose,0
2021-04-15,40-49,NA,completedBasicImmu,0
2021-04-15,40-49,NA,booster,0
2021-04-15,50-59,d,atLeastOneDose,10
2021-04-15,50-59,d,completedBasicImmu,0
2021-04-15,50-59,d,booster,0
2021-04-15,50-59,f,atLeastOneDose,13066
2021-04-15,50-59,f,completedBasicImmu,9319
2021-04-15,50-59,f,booster,0
2021-04-15,50-59,m,atLeastOneDose,10687
2021-04-15,50-59,m,completedBasicImmu,6503
2021-04-15,50-59,m,booster,0
2021-04-15,50-59,NA,atLeastOneDose,0
2021-04-15,50-59,NA,completedBasicImmu,0
2021-04-15,50-59,NA,booster,0
2021-04-15,60-69,d,atLeastOneDose,12
2021-04-15,60-69,d,completedBasicImmu,0
2021-04-15,60-69,d,booster,0
2021-04-15,60-69,f,atLeastOneDose,16207
2021-04-15,60-69,f,completedBasicImmu,7893
2021-04-15,60-69,f,booster,0
2021-04-15,60-69,m,atLeastOneDose,15315
2021-04-15,60-69,m,completedBasicImmu,7089
2021-04-15,60-69,m,booster,0
2021-04-15,60-69,NA,atLeastOneDose,0
2021-04-15,60-69,NA,completedBasicImmu,0
2021-04-15,60-69,NA,booster,0
2021-04-15,70-79,d,atLeastOneDose,16
2021-04-15,70-79,d,completedBasicImmu,0
2021-04-15,70-79,d,booster,0
2021-04-15,70-79,f,atLeastOneDose,29760
2021-04-15,70-79,f,completedBasicImmu,13832
2021-04-15,70-79,f,booster,0
2021-04-15,70-79,m,atLeastOneDose,27272
2021-04-15,70-79,m,completedBasicImmu,13531
2021-04-15,70-79,m,booster,0
2021-04-15,70-79,NA,atLeastOneDose,11
2021-04-15,70-79,NA,completedBasicImmu,0
2021-04-15,70-79,NA,booster,0
2021-04-15,80+,d,atLeastOneDose,11
2021-04-15,80+,d,completedBasicImmu,0
2021-04-15,80+,d,booster,0
2021-04-15,80+,f,atLeastOneDose,33562
2021-04-15,80+,f,completedBasicImmu,21220
2021-04-15,80+,f,booster,0
2021-04-15,80+,m,atLeastOneDose,23294
2021-04-15,80+,m,completedBasicImmu,14570
2021-04-15,80+,m,booster,0
2021-04-15,80+,NA,atLeastOneDose,0
2021-04-15,80+,NA,completedBasicImmu,0
2021-04-15,80+,NA,booster,0
2021-04-16,0-9,d,atLeastOneDose,0
2021-04-16,0-9,d,completedBasicImmu,0
2021-04-16,0-9,d,booster,0
2021-04-16,0-9,f,atLeastOneDose,0
2021-04-16,0-9,f,completedBasicImmu,0
2021-04-16,0-9,f,booster,0
2021-04-16,0-9,m,atLeastOneDose,0
2021-04-16,0-9,m,completedBasicImmu,0
2021-04-16,0-9,m,booster,0
2021-04-16,0-9,NA,atLeastOneDose,0
2021-04-16,0-9,NA,completedBasicImmu,0
2021-04-16,0-9,NA,booster,0
2021-04-16,10-19,d,atLeastOneDose,0
2021-04-16,10-19,d,completedBasicImmu,0
2021-04-16,10-19,d,booster,0
2021-04-16,10-19,f,atLeastOneDose,485
2021-04-16,10-19,f,completedBasicImmu,396
2021-04-16,10-19,f,booster,0
2021-04-16,10-19,m,atLeastOneDose,236
2021-04-16,10-19,m,completedBasicImmu,180
2021-04-16,10-19,m,booster,0
2021-04-16,10-19,NA,atLeastOneDose,0
2021-04-16,10-19,NA,completedBasicImmu,0
2021-04-16,10-19,NA,booster,0
2021-04-16,20-29,d,atLeastOneDose,0
2021-04-16,20-29,d,completedBasicImmu,0
2021-04-16,20-29,d,booster,0
2021-04-16,20-29,f,atLeastOneDose,4660
2021-04-16,20-29,f,completedBasicImmu,3738
2021-04-16,20-29,f,booster,0
2021-04-16,20-29,m,atLeastOneDose,2524
2021-04-16,20-29,m,completedBasicImmu,1907
2021-04-16,20-29,m,booster,0
2021-04-16,20-29,NA,atLeastOneDose,0
2021-04-16,20-29,NA,completedBasicImmu,0
2021-04-16,20-29,NA,booster,0
2021-04-16,30-39,d,atLeastOneDose,0
2021-04-16,30-39,d,completedBasicImmu,0
2021-04-16,30-39,d,booster,0
2021-04-16,30-39,f,atLeastOneDose,7276
2021-04-16,30-39,f,completedBasicImmu,5787
2021-04-16,30-39,f,booster,0
2021-04-16,30-39,m,atLeastOneDose,5082
2021-04-16,30-39,m,completedBasicImmu,3565
2021-04-16,30-39,m,booster,0
2021-04-16,30-39,NA,atLeastOneDose,0
2021-04-16,30-39,NA,completedBasicImmu,0
2021-04-16,30-39,NA,booster,0
2021-04-16,40-49,d,atLeastOneDose,0
2021-04-16,40-49,d,completedBasicImmu,0
2021-04-16,40-49,d,booster,0
2021-04-16,40-49,f,atLeastOneDose,9169
2021-04-16,40-49,f,completedBasicImmu,6810
2021-04-16,40-49,f,booster,0
2021-04-16,40-49,m,atLeastOneDose,6757
2021-04-16,40-49,m,completedBasicImmu,4332
2021-04-16,40-49,m,booster,0
2021-04-16,40-49,NA,atLeastOneDose,0
2021-04-16,40-49,NA,completedBasicImmu,0
2021-04-16,40-49,NA,booster,0
2021-04-16,50-59,d,atLeastOneDose,11
2021-04-16,50-59,d,completedBasicImmu,0
2021-04-16,50-59,d,booster,0
2021-04-16,50-59,f,atLeastOneDose,13651
2021-04-16,50-59,f,completedBasicImmu,9549
2021-04-16,50-59,f,booster,0
2021-04-16,50-59,m,atLeastOneDose,11401
2021-04-16,50-59,m,completedBasicImmu,6677
2021-04-16,50-59,m,booster,0
2021-04-16,50-59,NA,atLeastOneDose,0
2021-04-16,50-59,NA,completedBasicImmu,0
2021-04-16,50-59,NA,booster,0
2021-04-16,60-69,d,atLeastOneDose,13
2021-04-16,60-69,d,completedBasicImmu,0
2021-04-16,60-69,d,booster,0
2021-04-16,60-69,f,atLeastOneDose,17572
2021-04-16,60-69,f,completedBasicImmu,8127
2021-04-16,60-69,f,booster,0
2021-04-16,60-69,m,atLeastOneDose,16677
2021-04-16,60-69,m,completedBasicImmu,7340
2021-04-16,60-69,m,booster,0
2021-04-16,60-69,NA,atLeastOneDose,0
2021-04-16,60-69,NA,completedBasicImmu,0
2021-04-16,60-69,NA,booster,0
2021-04-16,70-79,d,atLeastOneDose,18
2021-04-16,70-79,d,completedBasicImmu,0
2021-04-16,70-79,d,booster,0
2021-04-16,70-79,f,atLeastOneDose,31418
2021-04-16,70-79,f,completedBasicImmu,14184
2021-04-16,70-79,f,booster,0
2021-04-16,70-79,m,atLeastOneDose,28670
2021-04-16,70-79,m,completedBasicImmu,13833
2021-04-16,70-79,m,booster,0
2021-04-16,70-79,NA,atLeastOneDose,11
2021-04-16,70-79,NA,completedBasicImmu,10
2021-04-16,70-79,NA,booster,0
2021-04-16,80+,d,atLeastOneDose,11
2021-04-16,80+,d,completedBasicImmu,0
2021-04-16,80+,d,booster,0
2021-04-16,80+,f,atLeastOneDose,34277
2021-04-16,80+,f,completedBasicImmu,21583
2021-04-16,80+,f,booster,0
2021-04-16,80+,m,atLeastOneDose,23721
2021-04-16,80+,m,completedBasicImmu,14820
2021-04-16,80+,m,booster,0
2021-04-16,80+,NA,atLeastOneDose,0
2021-04-16,80+,NA,completedBasicImmu,0
2021-04-16,80+,NA,booster,0
2021-04-17,0-9,d,atLeastOneDose,0
2021-04-17,0-9,d,completedBasicImmu,0
2021-04-17,0-9,d,booster,0
2021-04-17,0-9,f,atLeastOneDose,0
2021-04-17,0-9,f,completedBasicImmu,0
2021-04-17,0-9,f,booster,0
2021-04-17,0-9,m,atLeastOneDose,0
2021-04-17,0-9,m,completedBasicImmu,0
2021-04-17,0-9,m,booster,0
2021-04-17,0-9,NA,atLeastOneDose,0
2021-04-17,0-9,NA,completedBasicImmu,0
2021-04-17,0-9,NA,booster,0
2021-04-17,10-19,d,atLeastOneDose,0
2021-04-17,10-19,d,completedBasicImmu,0
2021-04-17,10-19,d,booster,0
2021-04-17,10-19,f,atLeastOneDose,489
2021-04-17,10-19,f,completedBasicImmu,397
2021-04-17,10-19,f,booster,0
2021-04-17,10-19,m,atLeastOneDose,240
2021-04-17,10-19,m,completedBasicImmu,180
2021-04-17,10-19,m,booster,0
2021-04-17,10-19,NA,atLeastOneDose,0
2021-04-17,10-19,NA,completedBasicImmu,0
2021-04-17,10-19,NA,booster,0
2021-04-17,20-29,d,atLeastOneDose,0
2021-04-17,20-29,d,completedBasicImmu,0
2021-04-17,20-29,d,booster,0
2021-04-17,20-29,f,atLeastOneDose,4725
2021-04-17,20-29,f,completedBasicImmu,3746
2021-04-17,20-29,f,booster,0
2021-04-17,20-29,m,atLeastOneDose,2566
2021-04-17,20-29,m,completedBasicImmu,1909
2021-04-17,20-29,m,booster,0
2021-04-17,20-29,NA,atLeastOneDose,0
2021-04-17,20-29,NA,completedBasicImmu,0
2021-04-17,20-29,NA,booster,0
2021-04-17,30-39,d,atLeastOneDose,0
2021-04-17,30-39,d,completedBasicImmu,0
2021-04-17,30-39,d,booster,0
2021-04-17,30-39,f,atLeastOneDose,7357
2021-04-17,30-39,f,completedBasicImmu,5799
2021-04-17,30-39,f,booster,0
2021-04-17,30-39,m,atLeastOneDose,5150
2021-04-17,30-39,m,completedBasicImmu,3570
2021-04-17,30-39,m,booster,0
2021-04-17,30-39,NA,atLeastOneDose,0
2021-04-17,30-39,NA,completedBasicImmu,0
2021-04-17,30-39,NA,booster,0
2021-04-17,40-49,d,atLeastOneDose,0
2021-04-17,40-49,d,completedBasicImmu,0
2021-04-17,40-49,d,booster,0
2021-04-17,40-49,f,atLeastOneDose,9326
2021-04-17,40-49,f,completedBasicImmu,6829
2021-04-17,40-49,f,booster,0
2021-04-17,40-49,m,atLeastOneDose,6907
2021-04-17,40-49,m,completedBasicImmu,4348
2021-04-17,40-49,m,booster,0
2021-04-17,40-49,NA,atLeastOneDose,0
2021-04-17,40-49,NA,completedBasicImmu,0
2021-04-17,40-49,NA,booster,0
2021-04-17,50-59,d,atLeastOneDose,11
2021-04-17,50-59,d,completedBasicImmu,0
2021-04-17,50-59,d,booster,0
2021-04-17,50-59,f,atLeastOneDose,13929
2021-04-17,50-59,f,completedBasicImmu,9559
2021-04-17,50-59,f,booster,0
2021-04-17,50-59,m,atLeastOneDose,11722
2021-04-17,50-59,m,completedBasicImmu,6685
2021-04-17,50-59,m,booster,0
2021-04-17,50-59,NA,atLeastOneDose,0
2021-04-17,50-59,NA,completedBasicImmu,0
2021-04-17,50-59,NA,booster,0
2021-04-17,60-69,d,atLeastOneDose,14
2021-04-17,60-69,d,completedBasicImmu,0
2021-04-17,60-69,d,booster,0
2021-04-17,60-69,f,atLeastOneDose,18200
2021-04-17,60-69,f,completedBasicImmu,8156
2021-04-17,60-69,f,booster,0
2021-04-17,60-69,m,atLeastOneDose,17238
2021-04-17,60-69,m,completedBasicImmu,7369
2021-04-17,60-69,m,booster,0
2021-04-17,60-69,NA,atLeastOneDose,0
2021-04-17,60-69,NA,completedBasicImmu,0
2021-04-17,60-69,NA,booster,0
2021-04-17,70-79,d,atLeastOneDose,19
2021-04-17,70-79,d,completedBasicImmu,0
2021-04-17,70-79,d,booster,0
2021-04-17,70-79,f,atLeastOneDose,32204
2021-04-17,70-79,f,completedBasicImmu,14233
2021-04-17,70-79,f,booster,0
2021-04-17,70-79,m,atLeastOneDose,29325
2021-04-17,70-79,m,completedBasicImmu,13873
2021-04-17,70-79,m,booster,0
2021-04-17,70-79,NA,atLeastOneDose,11
2021-04-17,70-79,NA,completedBasicImmu,10
2021-04-17,70-79,NA,booster,0
2021-04-17,80+,d,atLeastOneDose,11
2021-04-17,80+,d,completedBasicImmu,0
2021-04-17,80+,d,booster,0
2021-04-17,80+,f,atLeastOneDose,34637
2021-04-17,80+,f,completedBasicImmu,21621
2021-04-17,80+,f,booster,0
2021-04-17,80+,m,atLeastOneDose,23961
2021-04-17,80+,m,completedBasicImmu,14849
2021-04-17,80+,m,booster,0
2021-04-17,80+,NA,atLeastOneDose,0
2021-04-17,80+,NA,completedBasicImmu,0
2021-04-17,80+,NA,booster,0
2021-04-18,0-9,d,atLeastOneDose,0
2021-04-18,0-9,d,completedBasicImmu,0
2021-04-18,0-9,d,booster,0
2021-04-18,0-9,f,atLeastOneDose,0
2021-04-18,0-9,f,completedBasicImmu,0
2021-04-18,0-9,f,booster,0
2021-04-18,0-9,m,atLeastOneDose,0
2021-04-18,0-9,m,completedBasicImmu,0
2021-04-18,0-9,m,booster,0
2021-04-18,0-9,NA,atLeastOneDose,0
2021-04-18,0-9,NA,completedBasicImmu,0
2021-04-18,0-9,NA,booster,0
2021-04-18,10-19,d,atLeastOneDose,0
2021-04-18,10-19,d,completedBasicImmu,0
2021-04-18,10-19,d,booster,0
2021-04-18,10-19,f,atLeastOneDose,489
2021-04-18,10-19,f,completedBasicImmu,397
2021-04-18,10-19,f,booster,0
2021-04-18,10-19,m,atLeastOneDose,240
2021-04-18,10-19,m,completedBasicImmu,180
2021-04-18,10-19,m,booster,0
2021-04-18,10-19,NA,atLeastOneDose,0
2021-04-18,10-19,NA,completedBasicImmu,0
2021-04-18,10-19,NA,booster,0
2021-04-18,20-29,d,atLeastOneDose,0
2021-04-18,20-29,d,completedBasicImmu,0
2021-04-18,20-29,d,booster,0
2021-04-18,20-29,f,atLeastOneDose,4728
2021-04-18,20-29,f,completedBasicImmu,3747
2021-04-18,20-29,f,booster,0
2021-04-18,20-29,m,atLeastOneDose,2569
2021-04-18,20-29,m,completedBasicImmu,1909
2021-04-18,20-29,m,booster,0
2021-04-18,20-29,NA,atLeastOneDose,0
2021-04-18,20-29,NA,completedBasicImmu,0
2021-04-18,20-29,NA,booster,0
2021-04-18,30-39,d,atLeastOneDose,0
2021-04-18,30-39,d,completedBasicImmu,0
2021-04-18,30-39,d,booster,0
2021-04-18,30-39,f,atLeastOneDose,7362
2021-04-18,30-39,f,completedBasicImmu,5800
2021-04-18,30-39,f,booster,0
2021-04-18,30-39,m,atLeastOneDose,5154
2021-04-18,30-39,m,completedBasicImmu,3572
2021-04-18,30-39,m,booster,0
2021-04-18,30-39,NA,atLeastOneDose,0
2021-04-18,30-39,NA,completedBasicImmu,0
2021-04-18,30-39,NA,booster,0
2021-04-18,40-49,d,atLeastOneDose,0
2021-04-18,40-49,d,completedBasicImmu,0
2021-04-18,40-49,d,booster,0
2021-04-18,40-49,f,atLeastOneDose,9330
2021-04-18,40-49,f,completedBasicImmu,6830
2021-04-18,40-49,f,booster,0
2021-04-18,40-49,m,atLeastOneDose,6914
2021-04-18,40-49,m,completedBasicImmu,4349
2021-04-18,40-49,m,booster,0
2021-04-18,40-49,NA,atLeastOneDose,0
2021-04-18,40-49,NA,completedBasicImmu,0
2021-04-18,40-49,NA,booster,0
2021-04-18,50-59,d,atLeastOneDose,11
2021-04-18,50-59,d,completedBasicImmu,0
2021-04-18,50-59,d,booster,0
2021-04-18,50-59,f,atLeastOneDose,13949
2021-04-18,50-59,f,completedBasicImmu,9561
2021-04-18,50-59,f,booster,0
2021-04-18,50-59,m,atLeastOneDose,11740
2021-04-18,50-59,m,completedBasicImmu,6687
2021-04-18,50-59,m,booster,0
2021-04-18,50-59,NA,atLeastOneDose,0
2021-04-18,50-59,NA,completedBasicImmu,0
2021-04-18,50-59,NA,booster,0
2021-04-18,60-69,d,atLeastOneDose,14
2021-04-18,60-69,d,completedBasicImmu,0
2021-04-18,60-69,d,booster,0
2021-04-18,60-69,f,atLeastOneDose,18265
2021-04-18,60-69,f,completedBasicImmu,8157
2021-04-18,60-69,f,booster,0
2021-04-18,60-69,m,atLeastOneDose,17293
2021-04-18,60-69,m,completedBasicImmu,7370
2021-04-18,60-69,m,booster,0
2021-04-18,60-69,NA,atLeastOneDose,0
2021-04-18,60-69,NA,completedBasicImmu,0
2021-04-18,60-69,NA,booster,0
2021-04-18,70-79,d,atLeastOneDose,19
2021-04-18,70-79,d,completedBasicImmu,0
2021-04-18,70-79,d,booster,0
2021-04-18,70-79,f,atLeastOneDose,32264
2021-04-18,70-79,f,completedBasicImmu,14235
2021-04-18,70-79,f,booster,0
2021-04-18,70-79,m,atLeastOneDose,29394
2021-04-18,70-79,m,completedBasicImmu,13874
2021-04-18,70-79,m,booster,0
2021-04-18,70-79,NA,atLeastOneDose,11
2021-04-18,70-79,NA,completedBasicImmu,10
2021-04-18,70-79,NA,booster,0
2021-04-18,80+,d,atLeastOneDose,11
2021-04-18,80+,d,completedBasicImmu,0
2021-04-18,80+,d,booster,0
2021-04-18,80+,f,atLeastOneDose,34664
2021-04-18,80+,f,completedBasicImmu,21621
2021-04-18,80+,f,booster,0
2021-04-18,80+,m,atLeastOneDose,23977
2021-04-18,80+,m,completedBasicImmu,14850
2021-04-18,80+,m,booster,0
2021-04-18,80+,NA,atLeastOneDose,0
2021-04-18,80+,NA,completedBasicImmu,0
2021-04-18,80+,NA,booster,0
2021-04-19,0-9,d,atLeastOneDose,0
2021-04-19,0-9,d,completedBasicImmu,0
2021-04-19,0-9,d,booster,0
2021-04-19,0-9,f,atLeastOneDose,0
2021-04-19,0-9,f,completedBasicImmu,0
2021-04-19,0-9,f,booster,0
2021-04-19,0-9,m,atLeastOneDose,0
2021-04-19,0-9,m,completedBasicImmu,0
2021-04-19,0-9,m,booster,0
2021-04-19,0-9,NA,atLeastOneDose,0
2021-04-19,0-9,NA,completedBasicImmu,0
2021-04-19,0-9,NA,booster,0
2021-04-19,10-19,d,atLeastOneDose,0
2021-04-19,10-19,d,completedBasicImmu,0
2021-04-19,10-19,d,booster,0
2021-04-19,10-19,f,atLeastOneDose,495
2021-04-19,10-19,f,completedBasicImmu,402
2021-04-19,10-19,f,booster,0
2021-04-19,10-19,m,atLeastOneDose,247
2021-04-19,10-19,m,completedBasicImmu,186
2021-04-19,10-19,m,booster,0
2021-04-19,10-19,NA,atLeastOneDose,0
2021-04-19,10-19,NA,completedBasicImmu,0
2021-04-19,10-19,NA,booster,0
2021-04-19,20-29,d,atLeastOneDose,0
2021-04-19,20-29,d,completedBasicImmu,0
2021-04-19,20-29,d,booster,0
2021-04-19,20-29,f,atLeastOneDose,4842
2021-04-19,20-29,f,completedBasicImmu,3806
2021-04-19,20-29,f,booster,0
2021-04-19,20-29,m,atLeastOneDose,2650
2021-04-19,20-29,m,completedBasicImmu,1927
2021-04-19,20-29,m,booster,0
2021-04-19,20-29,NA,atLeastOneDose,0
2021-04-19,20-29,NA,completedBasicImmu,0
2021-04-19,20-29,NA,booster,0
2021-04-19,30-39,d,atLeastOneDose,0
2021-04-19,30-39,d,completedBasicImmu,0
2021-04-19,30-39,d,booster,0
2021-04-19,30-39,f,atLeastOneDose,7548
2021-04-19,30-39,f,completedBasicImmu,5864
2021-04-19,30-39,f,booster,0
2021-04-19,30-39,m,atLeastOneDose,5369
2021-04-19,30-39,m,completedBasicImmu,3608
2021-04-19,30-39,m,booster,0
2021-04-19,30-39,NA,atLeastOneDose,0
2021-04-19,30-39,NA,completedBasicImmu,0
2021-04-19,30-39,NA,booster,0
2021-04-19,40-49,d,atLeastOneDose,0
2021-04-19,40-49,d,completedBasicImmu,0
2021-04-19,40-49,d,booster,0
2021-04-19,40-49,f,atLeastOneDose,9662
2021-04-19,40-49,f,completedBasicImmu,6897
2021-04-19,40-49,f,booster,0
2021-04-19,40-49,m,atLeastOneDose,7331
2021-04-19,40-49,m,completedBasicImmu,4391
2021-04-19,40-49,m,booster,0
2021-04-19,40-49,NA,atLeastOneDose,0
